Phi,NSS,ChiSq,p_av,p_sd,p_sk,p_ku,H_av,H_sd,H_sk,H_ku,S,si_av,si_sd,si_sk,si_ku
2.28e-01,7.7516e-01,31.4,1.52595155709343,0.701099885577225,1.64217365444992,3.63118764917406,0.1694872601447,0.228153869533452,1.38126211866213,2.18135671679197,120,48.9818181818182,22.5932338295347,1.45817401469226,2.38661883216877
1.83e-01,8.3417e-01,55.8,2.34948096885813,1.00121452569088,1.5137984494208,2.63497364771872,0.398867568417742,0.259130235240486,1.29823222082487,1.79365922896074,229,115.272727272727,43.3972996836752,1.43612095627906,2.4933115340008
2.00e-01,8.3364e-01,53.7,2.3840830449827,0.960043940039181,1.5833004253855,2.94157396440051,0.338848694558038,0.226144039014376,1.365997658509,1.99743457119552,240,97.9272727272727,49.1420407114851,1.30652630020849,1.80208384209294
4.49e-01,7.4398e-01,45.6,1.85813148788927,0.83434782977487,1.5558927825128,2.98952793379614,0.273482227115445,0.255002290208904,1.19575625506777,1.53008301254679,176,79.0363636363636,23.9218147961332,1.57904327822308,2.84706078405357
1.65e-01,8.3507e-01,72.6,2.57093425605536,0.942638290774795,1.51280821192162,2.63944655940257,0.453727587291601,0.232345194051665,1.46784697335714,2.37979531560926,256,131.127272727273,51.6516494660334,1.6466535882315,3.16697053170279
2.38e-01,9.1558e-01,13.3,1.11418685121107,0.339100346020761,3.02353093205213,11.34262226355,0.0361748977665933,0.109702432276503,3.00032624978124,10.1150586981652,31,10.4545454545455,6.88824606734527,1.29747858598712,1.85898336656406
1.58e-01,8.4886e-01,19.8,1.40138408304498,0.626517386726992,1.91377787483735,5.34299605220823,0.138471217363951,0.217988712861618,1.57616290204746,2.95214331037147,97,40.0181818181818,16.6542278651736,1.5489769705094,2.80335608015844
5.21e-01,7.2314e-01,85.5,2.61245674740484,1.05652553851156,1.60816293584881,3.07432902202349,0.412897137464612,0.244018107111396,1.33725905199539,1.93588474401259,250,119.327272727273,28.7819732379675,1.51112584518915,2.80722493294286
4.05e-01,7.4787e-01,58.1,1.90657439446367,0.820324664924899,1.66855647207714,3.51789004145895,0.268323372129601,0.243589890500133,1.27154866825654,1.75308534809648,190,77.5454545454545,22.929788629893,1.95232836032777,4.77253505047686
7.43e-01,7.6346e-01,99.9,2.70588235294118,1.01545155891953,1.50607341369136,2.55003802068477,0.489084617804342,0.249374727727205,1.45610855369124,2.37115093527129,255,141.345454545455,28.52317601965,1.83628085725647,4.13602075378872
4.90e-01,6.7035e-01,87.8,2.73702422145329,1.08785977754814,1.58785366457255,3.06416347249835,0.449889902485058,0.238977135088486,1.4392492660338,2.27939908287668,255,130.018181818182,28.796142992416,1.75388563415208,3.98563388843515
5.37e-01,7.1778e-01,118.8,3,1.09101394064655,1.60958198925323,2.9604194365573,0.510160427807487,0.231816794030226,1.5540856358038,2.7653222398402,265,147.436363636364,29.8540471666976,2.44334774184544,8.31698948793473
1.34e-01,8.4869e-01,24.9,1.96193771626298,0.869676221179325,1.66332084368671,3.34644738863388,0.30059767222397,0.253053502359666,1.22744342677456,1.61499809756209,194,86.8727272727273,37.9737012084821,1.39707153551386,2.29910008565859
4.42e-01,7.2558e-01,99.9,2.6643598615917,1.00937286805353,1.61614463239879,3.13790135822576,0.457376533501101,0.245043503954889,1.38603313898938,2.11073178024126,258,132.181818181818,33.7386160782572,2.34913438553354,7.05162245649407
1.86e-01,8.5944e-01,51.7,1.79584775086505,0.825533312578362,1.77787793249391,4.62668904577349,0.252406417112299,0.248772904283351,1.20350330005875,1.57793862627798,168,72.9454545454546,36.1478872420798,1.35515228196741,2.00264525554988
3.37e-01,7.4010e-01,46.3,2.16608996539792,0.955819331245373,1.59201370409677,3.01617891422589,0.330795847750865,0.252041676075204,1.28303889557194,1.74776903648628,212,95.6,32.9967491511733,1.61381814172164,3.17067014750676
7.43e-01,7.2713e-01,78.1,2.41522491349481,0.998568197082008,1.5346144775692,2.81731841781736,0.410695187165776,0.258173045675455,1.30857703497141,1.83003076617233,235,118.690909090909,25.6422043636677,1.63967667397625,3.19841767182901
3.22e-01,8.7556e-01,61.9,1.53287197231834,0.627891832371694,1.74532704231256,5.1838289091742,0.191380937401699,0.227080901401247,1.22941249245382,1.67426204679277,136,55.3090909090909,39.4732925716399,1.20757866193233,1.52458043655945
5.24e-01,7.3947e-01,61.5,2.81314878892734,1.13440994921552,1.63421249467931,3.25908133524295,0.467128027681661,0.240305389923101,1.43399462815836,2.27640166624929,259,135,28.685758265605,1.63462166454865,3.12660335841562
